City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,fedorovskiy,45.0972,40.9517,57.0,68,100,8.46,RU,1712872246
303,tura,25.5198,90.2201,74.86,39,99,2.86,IN,1712872247
304,nuuk,64.1835,-51.7216,29.01,93,100,5.75,GL,1712871957
305,tommot,58.9564,126.2925,33.22,92,100,4.94,RU,1712872248
306,vorkuta,67.5,64.0,15.12,87,100,27.0,RU,1712872248
307,pariaman,-0.619,100.12,80.65,80,82,3.8,ID,1712872250
308,sakaiminato,35.55,133.2333,49.98,93,20,5.75,JP,1712872250
309,richards bay,-28.783,32.0377,64.65,68,86,12.73,ZA,1712872251
310,jumla,29.2747,82.1838,39.02,53,67,5.03,NP,1712872251
311,marka,1.7159,44.7717,84.36,76,32,9.89,SO,1712872252
312,valparaiso,-33.0393,-71.6273,64.63,69,75,9.22,CL,1712872252
313,al burayqah,30.4062,19.5739,64.51,67,100,8.28,LY,1712872253
314,hovd,48.0056,91.6419,40.82,48,97,2.73,MN,1712872253
315,axim,4.8699,-2.2405,80.51,80,100,1.97,GH,1712872254
316,kingston,17.997,-76.7936,86.95,71,20,23.02,JM,1712872256
317,teknaf,20.8624,92.3058,74.34,61,2,4.74,BD,1712872256
318,slave lake,55.2834,-114.769,58.98,17,0,16.11,CA,1712872065
319,pico truncado,-46.7949,-67.9573,54.3,28,0,9.42,AR,1712872173
320,glace bay,46.1969,-59.957,43.32,67,20,9.22,CA,1712872258
321,terbanggi besar,-4.8667,105.2333,75.54,96,100,3.4,ID,1712872258
322,lebu,-37.6167,-73.65,55.71,77,1,6.11,CL,1712872258
323,capo d'orlando,38.1435,14.7305,58.41,76,100,2.68,IT,1712872259
324,dudinka,69.4058,86.1778,-14.39,100,85,8.05,RU,1712872259
325,urzhar,47.093,81.6294,44.4,98,100,3.71,KZ,1712872260
326,chilecito,-29.1619,-67.4974,52.92,75,100,10.04,AR,1712872260
327,san kamphaeng,18.7449,99.1195,80.62,83,98,2.3,TH,1712872261
328,pisco,-13.7,-76.2167,78.85,65,0,12.66,PE,1712872261
329,kudahuvadhoo,2.6708,72.8944,84.7,69,30,3.04,MV,1712872262
330,cabedelo,-6.9811,-34.8339,84.87,80,100,10.07,BR,1712872262
331,selfoss,63.9331,-20.9971,38.05,98,100,6.8,IS,1712872262
332,kaga bandoro,6.9896,19.1874,86.85,43,95,4.7,CF,1712872263
333,san patricio,28.017,-97.5169,89.55,21,0,11.48,US,1712872263
334,haiku-pauwela,20.9219,-156.3051,80.22,68,20,15.99,US,1712872264
335,santa ana,33.7456,-117.8678,92.95,55,20,10.36,US,1712872163
336,kuta,-8.7233,115.1723,80.55,94,40,2.3,ID,1712872264
337,wailua homesteads,22.0669,-159.378,79.23,85,100,9.22,US,1712872265
338,pandan,14.0453,124.1694,77.92,89,93,7.78,PH,1712872265
339,pingdu,36.7844,119.9464,50.09,73,34,6.62,CN,1712872266
340,bengkulu,-3.8004,102.2655,76.42,95,100,4.83,ID,1712872266
341,nagyatad,46.2296,17.3579,55.49,75,58,6.46,HU,1712872267
342,xining,36.6167,101.7667,46.33,33,100,1.5,CN,1712872267
343,nago,26.5881,127.9761,68.85,80,100,1.52,JP,1712872268
344,shubarkuduk,49.1447,56.4872,47.91,66,90,5.3,KZ,1712872268
345,al wajh,26.2455,36.4525,73.35,49,0,3.44,SA,1712872268
346,parapat,2.663,98.9349,66.43,92,90,1.16,ID,1712872269
347,colonia,50.9333,6.95,58.28,81,100,1.14,DE,1712872269
348,ilhabela,-23.7781,-45.3581,75.49,90,89,2.86,BR,1712872269
349,zambezi,-13.5432,23.1047,65.62,86,66,4.41,ZM,1712872270
350,traralgon,-38.1833,146.5333,50.95,84,7,2.3,AU,1712872271
351,malango,-2.9627,119.9001,68.34,100,100,0.94,ID,1712872271
352,dryden,49.7833,-92.7503,52.09,50,75,10.36,CA,1712872272
353,polyarnyy,69.1989,33.4478,31.98,93,100,24.81,RU,1712872272
354,kuala tungkal,-0.8167,103.4667,76.28,94,93,3.33,ID,1712872273
355,masterton,-40.9597,175.6575,62.89,83,100,6.24,NZ,1712872274
356,nadezhda,44.1,44.6,52.95,67,75,1.52,RU,1712872274
357,chumphon,10.3333,98.8333,72.45,96,8,1.45,TH,1712872275
358,niafunke,15.9322,-3.9906,91.29,20,79,4.79,ML,1712872275
359,aripuana,-9.1667,-60.6333,78.15,95,100,1.81,BR,1712872276
360,kamaishi,39.2667,141.8833,50.77,86,100,5.17,JP,1712872277
361,vyritsa,59.4078,30.3481,48.56,80,100,14.41,RU,1712872277
362,cill airne,52.05,-9.5167,52.97,98,100,5.41,IE,1712872278
363,reyes,-14.3167,-67.3833,91.36,70,75,0.0,BO,1712872278
